key-1, 9, 10000000000, 19.10199999809265
key-1.25, 9, 12500000000, 12.916000127792358
key-1.5, 3, 15000000000, 15.30299997329712
key-1.75, 1, 17500000000, 15.139000177383423
key-1, 6, 1, 67.96900010108948
key-1.25, 9, 1.25, 12.695000171661377
key-1.5, 0, 1.5, 14.935999870300293
key-1.75, 5, 1.75, 14.944000005722046
